Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned,topic_percent,topic,top_words,subtopic,subtopic_name,Category-Summary
AM,,United States,Deskside,Zoom - Unable to install.,Y,21-09-2022,Incident,                          zoom   unable to install,                          zoom   unable to install,,54.16666666655456,2,laptop-hardware,1.0,nan-function,nan Zoom - Unable to install.
AM,Hardware,United States,Deskside,BAC Hardware Issue - Monitor Connectivity Issues,Y,21-09-2022,Incident,   bac hardware issue   monitor connectivity issue,   bac hardware issue   monitor connectivity issue,bac hardware issue monitor connectivity issue,26.10897122695216,8,network-connectivity,1.0,monitor-connectivity,Hardware BAC Hardware Issue - Monitor Connectivity Issues
AP,Network,Hong Kong,Deskside,Network Issues - Wifi,Y,25-09-2022,Incident,                              network issue   wifi,                              network issue   wifi,network issue wifi,63.97112370846286,9,office-wifi,1.0,wifi-network,Network Network Issues - Wifi
AP,Intune,Hong Kong,Deskside,Application Issue - Intune,Y,04-10-2022,Incident,                            application issue   in,                         application issue   intune,application issue intune,63.85041621076283,7,adobe-acrobat,1.0,intune-application,Intune Application Issue - Intune
AP,,Australia,Deskside,Application Issue - OneDrive Not Signing in,Y,20-09-2022,Incident,          application issue   onedrive not sign in,        application issue   onedrive not sign in,application issue onedrive,63.71284690142664,3,report-issue,1.0,onedrive-application,nan Application Issue - OneDrive Not Signing in
AP,,Philippines,Deskside,"Users are unable to print at Nex Tower, Makati City site ",Y,22-09-2022,Incident,       user be unable to print at nex tower makati,user be unable to print at nex tower makati,nex tower makati,54.166666659862095,9,office-wifi,0.0,tower-zoom,"nan Users are unable to print at Nex Tower, Makati City site "
AM,,United States,Deskside,Reported Issue - Security - Other,Y,22-09-2022,Incident,                   report issue   security   other,                  report issue   security   other,report issue security,63.65473923071071,3,report-issue,0.0,security-report,nan Reported Issue - Security - Other
AP,,Hong Kong,Deskside,Unable login to Onedrive sync,Y,25-09-2022,Incident,                         unable login to onedrive ,                      unable login to onedrive sync,unable login onedrive sync,53.56485159074009,1,printer-hardware,1.0,unable-sync,nan Unable login to Onedrive sync
AP,Windows / OS,India,Deskside,Windows Troubleshooting.,Y,21-09-2022,Incident,                            window troubleshooting,                           window troubleshooting,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Windows / OS Windows Troubleshooting.
AP,,Vietnam,Deskside,Reported Issue - Server - File Folder,Y,21-09-2022,Incident,               report issue   server   file folder,              report issue   server   file folder,report issue server file folder,69.77564121974888,0,outlook-email,0.0,folder-server,nan Reported Issue - Server - File Folder
AM,Windows / OS,Canada,Deskside,Battery/Mac Warran,Y,21-09-2022,Incident,                                 batterymac warran,                                 batterymac warran,batterymac warran,8.333333333333332,0,outlook-email,0.0,zoom-function,Windows / OS Battery/Mac Warran
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance,Y,01-10-2022,Incident,                   hardware issue   laptop perform,                hardware issue   laptop performance,hardware issue laptop performance,67.75990465762106,2,laptop-hardware,1.0,performance-laptop,Laptop Hardware Issue - Laptop Performance
AP,Laptop,China,Deskside,Hardware Issue - Laptop,Y,26-09-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AP,Active Directory,Singapore,Deskside,Frequent Lock Out - 2nd ticket <Previous ticket INC1106077>,Y,23-09-2022,Incident,    frequent lock out   2nd ticket previous ticket,frequent lock out   2nd ticket previous ticket,frequent lock previous ticket,33.72056606097449,4,drive-update,0.0,previous-ticket,Active Directory Frequent Lock Out - 2nd ticket <Previous ticket INC1106077>
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Warped casing),Y,22-09-2022,Incident,               hardware issue   laptop warp casing,            hardware issue   laptop warp casing,hardware issue laptop warp,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop (Warped casing)
AP,Network,Australia,Deskside,Network Drive - N Drive Slow Sydney,Y,21-09-2022,Incident,                   network drive   n drive slow sy,                network drive   n drive slow sydney,network drive n drive slow sydney,27.47359992723605,4,drive-update,1.0,drive-sydney,Network Network Drive - N Drive Slow Sydney
AP,Network,Australia,Deskside,Network Drive - NDrive not working <<<BUSINESS STOPPED>>>,Y,21-09-2022,Incident,          network drive   ndrive not work business,network drive   ndrive not work business,network drive ndrive,61.859259777384,4,drive-update,1.0,drive-network,Network Network Drive - NDrive not working <<<BUSINESS STOPPED>>>
AP,Network,Australia,Deskside,Network Drive - Other Issue,Y,21-09-2022,Incident,                           network drive   other i,                        network drive   other issue,network drive,61.859259777384,4,drive-update,1.0,drive-network,Network Network Drive - Other Issue
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,21-09-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AP,,South Korea,Deskside,Attachment by external sender is not loaded,Y,01-02-2023,Incident,         attachment by external sender be not load,        attachment by external sender be not load,external sender,54.166666665904806,11,screen-issue,1.0,external-function,nan Attachment by external sender is not loaded
AP,,China,Deskside,'I' in keyboard broken,Y,22-09-2022,Incident,                               i in keyboard break,                             i in keyboard break,,54.16666666655456,2,laptop-hardware,1.0,nan-function,nan 'I' in keyboard broken
AM,Email,United States,Deskside,Unable to schedule a Teams meeting from Outlook,Y,27-09-2022,Incident,       unable to schedule a team meet from outlook,    unable to schedule a team meet from outlook,team meet,61.44288484564729,5,team-microsoft,0.0,meet-team,Email Unable to schedule a Teams meeting from Outlook
AM,,United States,Deskside,Application - Autocad (ES) Admin rights,Y,29-09-2022,Incident,              application   autocad es admin right,            application   autocad es admin right,application autocad es admin,38.40354284654116,9,office-wifi,1.0,autocad-admin,nan Application - Autocad (ES) Admin rights
AP,Laptop,Malaysia,Deskside,Laptop Issue,Y,26-09-2022,Incident,                                          laptop i,                                       laptop issue,laptop issue,61.188367842848216,2,laptop-hardware,1.0,laptop-issue,Laptop Laptop Issue
AM,Email,United States,Deskside,Outlook- MS Team add in,Y,21-09-2022,Incident,                            outlook ms team add in,                            outlook ms team add in,outlook ms team,66.16701115260305,5,team-microsoft,0.0,ms-team,Email Outlook- MS Team add in
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,27-01-2023,Incident,              report issue   other   miscellaneous,             report issue   other   miscellaneous,report issue,61.1277078261925,3,report-issue,0.0,report-issue,Windows / OS Reported Issue - Other / Miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - New Laptop / Issues with current,Y,21-09-2022,Incident,  hardware issue   new laptop   issue with current,  hardware issue   new laptop   issue with current,hardware issue new laptop issue,36.132560297173335,2,laptop-hardware,1.0,new-issue,Laptop Hardware Issue - New Laptop / Issues with current
AM,Laptop,United States,Deskside,HARD DOWN - Laptop Issue,Y,21-09-2022,Incident,                              hard down   laptop i,                           hard down   laptop issue,laptop issue,61.188367842848216,2,laptop-hardware,1.0,laptop-issue,Laptop HARD DOWN - Laptop Issue
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,23-09-2022,Incident,                           network drive   other i,                        network drive   other issue,network drive,61.859259777384,4,drive-update,1.0,drive-network,Network Network Drive - Other Issue
AM,Hardware,United States,Deskside,Diana Meldrum-Hardware Issue - Docking Station,Y,04-10-2022,Incident,     diana meldrumhardware issue   docking station,     diana meldrumhardware issue   docking station,diana meldrumhardware issue,54.16558521571319,3,report-issue,0.0,issue-zoom,Hardware Diana Meldrum-Hardware Issue - Docking Station
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,21-09-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-09-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Keyboard on laptop isn't working. Redeploying a new machine for user. Redeploy ST:5CG21409Z1,Y,26-12-2022,Incident,    hardware issue   laptop keyboard on laptop isn,hardware issue   laptop keyboard on laptop isn,hardware issue laptop keyboard laptop isn,40.88456975257138,10,window-keyboard,1.0,keyboard-laptop,Laptop Hardware Issue - Laptop Keyboard on laptop isn't working. Redeploying a new machine for user. Redeploy ST:5CG21409Z1
AP,M365,Singapore,Deskside,Error which trying to login to use Microsoft Sticky Notes,Y,13-10-2022,Incident,      error which try to login to use microsoft st,error which try to login to use microsoft st,microsoft st,61.06166831097354,5,team-microsoft,0.0,st-microsoft,M365 Error which trying to login to use Microsoft Sticky Notes
AM,Hardware,United States,Deskside,Hardware Issue -  Docking station.,Y,11-10-2022,Incident,                 hardware issue    docking station,                 hardware issue    docking station,hardware issue,61.53932370368942,2,laptop-hardware,0.0,hardware-issue,Hardware Hardware Issue -  Docking station.
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Suite,Y,21-09-2022,Incident,     report issue   application   adobe creative s,report issue   application   adobe creative s,report issue application adobe creative s,43.68062594573519,6,admin-install,1.0,creative-adobe,nan Reported Issue - Application - Adobe Creative Suite
AM,Network,United States,Deskside,Nevin Mendez-Network issues - VPN - Connectivity,Y,21-09-2022,Incident,    nevin mendeznetwork issue   vpn   connectivity,   nevin mendeznetwork issue   vpn   connectivity,nevin mendeznetwork issue vpn connectivity,64.65540031133285,8,network-connectivity,0.0,vpn-connectivity,Network Nevin Mendez-Network issues - VPN - Connectivity
AM,Email,United States,Deskside,Microsoft Office - Teams Outlook add -in,Y,22-09-2022,Incident,            microsoft office   team outlook add in,           microsoft office   team outlook add in,microsoft office team outlook,50.125641714860045,5,team-microsoft,1.0,office-microsoft,Email Microsoft Office - Teams Outlook add -in
AM,Network,United States,Deskside,Cathy Kives-Internet - Network connectivity issues,Y,22-09-2022,Incident,  cathy kivesinternet   network connectivity issue,cathy kivesinternet   network connectivity issue,cathy kivesinternet network connectivity issue,66.71117960901624,8,network-connectivity,0.0,cathy-connectivity,Network Cathy Kives-Internet - Network connectivity issues
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,10-10-2022,Incident,      report issue   application   outlook desktop,   report issue   application   outlook desktop,report issue application outlook desktop,70.56287192631659,0,outlook-email,,,Email Reported Issue - Application - Outlook (desktop)
AM,Access,United States,Deskside,Issue - Document access ,Y,27-09-2022,Incident,                           issue   document access,                           issue   document access,issue document access,63.55676897383135,5,team-microsoft,0.0,document-access,Access Issue - Document access 
AM,Network,United States,Deskside,Cathy Kives-Network account -  Duplicate IDs,Y,23-09-2022,Incident,        cathy kivesnetwork account    duplicate id,       cathy kivesnetwork account    duplicate id,cathy kivesnetwork account duplicate id,61.54826371604115,1,printer-hardware,0.0,cathy-account,Network Cathy Kives-Network account -  Duplicate IDs
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,21-09-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Network,United States,Deskside,URGENT - Network Server - Drive Mapping,Y,29-09-2022,Incident,               urgent   network server   drive map,            urgent   network server   drive mapping,urgent network server drive,48.64352011816044,4,drive-update,0.0,server-urgent,Network URGENT - Network Server - Drive Mapping
AM,M365,United States,Deskside,Microsoft Teams - O365 App / SharePoint - Issues.,Y,22-09-2022,Incident,    microsoft team   o365 app   sharepoint   issue,  microsoft team   o365 app   sharepoint   issue,microsoft team o365 app sharepoint issue,56.106215929364325,5,team-microsoft,0.0,o365-sharepoint,M365 Microsoft Teams - O365 App / SharePoint - Issues.
AM,Laptop,United States,Deskside,Cathy Kives-Hardware Issue - Laptop - Cursor is freezing,Y,23-09-2022,Incident,    cathy kiveshardware issue   laptop   cursor be,cathy kiveshardware issue   laptop   cursor be,cathy kiveshardware issue laptop cursor,66.0504072190154,1,printer-hardware,1.0,cursor-cathy,Laptop Cathy Kives-Hardware Issue - Laptop - Cursor is freezing
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud Suite,Y,03-10-2022,Incident,     report issue   application   adobe creative c,report issue   application   adobe creative c,report issue application adobe creative c,43.68062594573519,6,admin-install,1.0,creative-adobe,Windows / OS Reported Issue - Application - Adobe Creative Cloud Suite
AM,Printer,United States,Deskside,Printer Portal - Admin Rights,Y,22-09-2022,Incident,                      printer portal   admin right,                      printer portal   admin right,printer portal admin,31.24478750937619,9,office-wifi,1.0,portal-printer,Printer Printer Portal - Admin Rights
AM,Laptop,United States,Deskside,Hardware Issue -  Laptop - Camera not working,Y,22-09-2022,Incident,        hardware issue    laptop   camera not work,      hardware issue    laptop   camera not work,hardware issue laptop camera,38.44700839756091,8,network-connectivity,0.0,camera-laptop,Laptop Hardware Issue -  Laptop - Camera not working
AM,,United States,Deskside,Software  Fiery Driver-  Admin rights needed,Y,23-09-2022,Incident,        software   fiery driver   admin right need,       software   fiery driver   admin right need,fiery driver admin,66.14609566808521,4,drive-update,0.0,fiery-driver,nan Software  Fiery Driver-  Admin rights needed
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues,Y,23-09-2022,Incident,                     hardware issue   laptop issue,                     hardware issue   laptop issue,hardware issue laptop issue,66.32757981385396,2,laptop-hardware,1.0,issue-laptop,Laptop Hardware Issue - Laptop Issues
AM,,Canada,Deskside,"Excel is not downloading - Message - ""Unconfirmed 920470.crddownload""",Y,26-09-2022,Incident,       excel be not download   message   unconfirm,excel be not download   message   unconfirm,download message unconfirm,34.35898829760197,7,adobe-acrobat,0.0,download-message,"nan Excel is not downloading - Message - ""Unconfirmed 920470.crddownload"""
AM,Laptop,United States,Deskside,Hardware Issue - Folders did not transfer to the new laptop,Y,26-09-2022,Incident,     hardware issue   folder do not transfer to th,hardware issue   folder do not transfer to th,hardware issue folder,48.10115368451027,0,outlook-email,0.0,folder-hardware,Laptop Hardware Issue - Folders did not transfer to the new laptop
AM,Laptop,United States,Deskside,Laptop - Excel - Slowness Issues,Y,26-09-2022,Incident,                   laptop   excel   slowness issue,                   laptop   excel   slowness issue,laptop excel slowness issue,43.895643603818776,11,screen-issue,1.0,slowness-excel,Laptop Laptop - Excel - Slowness Issues
AM,,United States,Deskside,Avigilon Control Client - Install,Y,23-09-2022,Incident,                     avigilon control client   ins,                  avigilon control client   install,avigilon control client install,45.43833951912936,7,adobe-acrobat,1.0,control-client,nan Avigilon Control Client - Install
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-09-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,22-09-2022,Incident,            email   issue send or receiving report,        email   issue send or receiving report,email issue,59.27947050057549,0,outlook-email,0.0,email-issue,Email Email - Issue sending or receiving reported
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Upgrade,Y,21-09-2022,Incident,                       hardware issue   laptop upg,                    hardware issue   laptop upgrade,hardware issue laptop upgrade,65.05894519471204,10,window-keyboard,0.0,upgrade-laptop,Laptop Hardware Issue - Laptop Upgrade
AM,,Canada,Deskside,JLL Adobe - Install assistance,Y,27-09-2022,Incident,                        jll adobe   install assist,                     jll adobe   install assistance,jll adobe install assistance,69.25677568487394,7,adobe-acrobat,1.0,assistance-install,nan JLL Adobe - Install assistance
AM,,United States,Deskside,"Excel - ""Not Responding"" Issues",Y,26-09-2022,Incident,                         excel   not respond issue,                    excel   not respond issue,,54.16666666655456,2,laptop-hardware,1.0,nan-function,"nan Excel - ""Not Responding"" Issues"
AM,M365,United States,Deskside,Microsoft Visio - Install,Y,23-09-2022,Incident,                             microsoft visio   ins,                          microsoft visio   install,microsoft visio install,47.48659126548846,5,team-microsoft,0.0,visio-install,M365 Microsoft Visio - Install
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,25-11-2022,Incident,                   hardware issue   laptop perform,                hardware issue   laptop performance,hardware issue laptop performance,67.75990465762106,2,laptop-hardware,1.0,performance-laptop,Laptop Hardware Issue - Laptop Performance
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud (EMEA),Y,22-09-2022,Incident,     report issue   application   adobe creative c,report issue   application   adobe creative c,report issue application adobe creative c,43.68062594573519,6,admin-install,1.0,creative-adobe,nan Reported Issue - Application - Adobe Creative Cloud (EMEA)
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,21-09-2022,Incident,                           network drive   other i,                        network drive   other issue,network drive,61.859259777384,4,drive-update,1.0,drive-network,Network Network Drive - Other Issue
AM,Laptop,United States,Deskside,Aarthi Ramesh-Hardware Issue - Laptop - Camera not working,Y,29-09-2022,Incident,     aarthi rameshhardware issue   laptop   camera,aarthi rameshhardware issue   laptop   camera,aarthi rameshhardware issue laptop camera,46.27281491186508,8,network-connectivity,0.0,camera-laptop,Laptop Aarthi Ramesh-Hardware Issue - Laptop - Camera not working
AM,,United States,Deskside,Reported Issue - Application - Visio,Y,22-09-2022,Incident,                report issue   application   visio,               report issue   application   visio,report issue application visio,38.87802896093548,5,team-microsoft,0.0,visio-application,nan Reported Issue - Application - Visio
AM,Printer,Canada,Deskside,Hardware Issue - Printer,Y,22-09-2022,Incident,                              hardware issue   pri,                           hardware issue   printer,hardware issue printer,64.24445542811503,1,printer-hardware,1.0,printer-hardware,Printer Hardware Issue - Printer
AM,Laptop,United States,Deskside,Trish Gordon-Hardware Issue - Laptop Performance,Y,04-10-2022,Incident,   trish gordonhardware issue   laptop performance,   trish gordonhardware issue   laptop performance,trish gordonhardware issue laptop performance,64.49142836113751,2,laptop-hardware,1.0,performance-laptop,Laptop Trish Gordon-Hardware Issue - Laptop Performance
AM,,United States,Deskside,Software Issues - NYC Digital Tax Map Issues.,Y,27-09-2022,Incident,        software issue   nyc digital tax map issue,      software issue   nyc digital tax map issue,software issue nyc digital tax map issue,68.01164373309064,8,network-connectivity,1.0,digital-map,nan Software Issues - NYC Digital Tax Map Issues.
AM,Access,United States,Deskside,Teams App not Accessible on iPhone,Y,21-09-2022,Incident,                 team app not accessible on iphone,                 team app not accessible on iphone,team app,61.83601606248729,5,team-microsoft,1.0,app-team,Access Teams App not Accessible on iPhone
AM,,United States,Deskside,Application Issue - Adobe Acrobat (signature),Y,29-09-2022,Incident,       application issue   adobe acrobat signature,      application issue   adobe acrobat signature,application issue adobe acrobat signature,41.01340401642629,7,adobe-acrobat,0.0,signature-acrobat,nan Application Issue - Adobe Acrobat (signature)
AM,,United States,Deskside,Reported Issue - Admin rights -ArcGIS,Y,13-10-2022,Incident,                 report issue   admin right arcgis,              report issue   admin right arcgis,report issue admin,34.99441596600413,6,admin-install,1.0,admin-report,nan Reported Issue - Admin rights -ArcGIS
AM,,United States,Deskside,Reported Issue - Tableau installation (admin rights),Y,22-09-2022,Incident,      report issue   tableau installation admin ri,report issue   tableau installation admin ri,report issue tableau installation admin ri,50.1656745510761,9,office-wifi,1.0,ri-tableau,nan Reported Issue - Tableau installation (admin rights)
AM,Email,United States,Deskside,Microsoft Office (Outlook/Teams) - Not working properly,Y,26-09-2022,Incident,           microsoft office outlookteam   not work,microsoft office outlookteam   not work,microsoft office outlookteam,34.99321685737351,9,office-wifi,1.0,office-microsoft,Email Microsoft Office (Outlook/Teams) - Not working properly
AM,Email,United States,Deskside,Outlook issues - Change the default font and size in Outlook ,Y,22-09-2022,Incident,    outlook issue   change the default font and si,outlook issue   change the default font and si,outlook issue default font,41.18370339948187,4,drive-update,1.0,font-outlook,Email Outlook issues - Change the default font and size in Outlook 
AM,,Canada,Deskside,Application Issue - Adobe Acrobat (admin rights),Y,22-09-2022,Incident,     application issue   adobe acrobat admin right,   application issue   adobe acrobat admin right,application issue adobe acrobat admin,53.18398203857046,7,adobe-acrobat,1.0,acrobat-admin,nan Application Issue - Adobe Acrobat (admin rights)
AM,Windows / OS,United States,Deskside,Issue - admin rights needed,Y,23-09-2022,Incident,                          issue   admin right need,                        issue   admin right need,issue admin,59.66384454050506,6,admin-install,1.0,admin-issue,Windows / OS Issue - admin rights needed
AM,Laptop,United States,Deskside,Software/Laptop -Solstice -  Application Issues.,Y,23-09-2022,Incident,      softwarelaptop solstice    application issue,   softwarelaptop solstice    application issue,softwarelaptop solstice application issue,62.08309874550704,7,adobe-acrobat,1.0,solstice-application,Laptop Software/Laptop -Solstice -  Application Issues.
AM,,United States,Deskside,Typing not showing up in Word doc,Y,23-09-2022,Incident,                      type not show up in word doc,                  type not show up in word doc,word doc,35.72313611183742,4,drive-update,0.0,doc-word,nan Typing not showing up in Word doc
AM,Active Directory,United States,Deskside,Software / Installation assistance / Admin rights required,Y,27-09-2022,Incident,   software   installation assistance   admin righ,software   installation assistance   admin righ,software installation assistance admin righ,46.83345743208241,7,adobe-acrobat,1.0,righ-assistance,Active Directory Software / Installation assistance / Admin rights required
AM,Active Directory,United States,Deskside,Admin rights needed to run software,Y,29-11-2022,Incident,                  admin right need to run software,                admin right need to run software,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Active Directory Admin rights needed to run software
AM,Printer,United States,Deskside,Printer Driver -  Admin rights needed,Y,26-09-2022,Incident,                printer driver    admin right need,              printer driver    admin right need,printer driver admin,66.22982071987266,4,drive-update,1.0,driver-printer,Printer Printer Driver -  Admin rights needed
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues.,Y,08-10-2022,Incident,                     hardware issue   laptop issue,                    hardware issue   laptop issue,hardware issue laptop issue,66.32757981385396,2,laptop-hardware,1.0,issue-laptop,Laptop Hardware Issue - Laptop issues.
AM,M365,United States,Deskside,Disk Cleanup and Optimize Drives - Unable to use it,Y,26-09-2022,Incident,    disk cleanup and optimize drive   unable to we,disk cleanup and optimize drive   unable to we,disk cleanup optimize drive,61.25133641372575,4,drive-update,1.0,disk-drive,M365 Disk Cleanup and Optimize Drives - Unable to use it
AM,Access,United States,Deskside, Landvision - Access Issues.,Y,23-09-2022,Incident,                         landvision   access issue,                        landvision   access issue,landvision access issue,59.37067489771727,4,drive-update,0.0,access-issue,Access  Landvision - Access Issues.
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,10-10-2022,Incident,       report issue   application   microsoft team,report issue   application   microsoft team,report issue application microsoft team,47.03776187801327,5,team-microsoft,1.0,microsoft-team,M365 Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,26-09-2022,Incident,       report issue   application   microsoft team,report issue   application   microsoft team,report issue application microsoft team,47.03776187801327,5,team-microsoft,1.0,microsoft-team,M365 Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,26-09-2022,Incident,                      hardware issue   docking sta,                   hardware issue   docking station,hardware issue,61.53932370368942,2,laptop-hardware,0.0,hardware-issue,Hardware Hardware Issue - Docking Station
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,26-09-2022,Incident,              report issue   other   miscellaneous,             report issue   other   miscellaneous,report issue,61.1277078261925,3,report-issue,0.0,report-issue,nan Reported Issue - Other / Miscellaneous
AM,Email,United States,Deskside,Unable to schedule a Teams meeting from Outlook,Y,22-09-2022,Incident,       unable to schedule a team meet from outlook,    unable to schedule a team meet from outlook,team meet,61.44288484564729,5,team-microsoft,0.0,meet-team,Email Unable to schedule a Teams meeting from Outlook
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,07-10-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,M365,United States,Deskside,MS Teams - Audio issues.,Y,11-10-2022,Incident,                             ms team   audio issue,                           ms team   audio issue,ms team audio issue,67.90694520453361,5,team-microsoft,0.0,ms-audio,M365 MS Teams - Audio issues.
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues.,Y,24-11-2022,Incident,                     hardware issue   laptop issue,                    hardware issue   laptop issue,hardware issue laptop issue,66.32757981385396,2,laptop-hardware,1.0,issue-laptop,Laptop Hardware Issue - Laptop issues.
AM,Password,United States,Deskside,user forgot password,Y,22-09-2022,Incident,                                  user forgot pass,                               user forgot password,user forgot password,33.52533225275728,9,office-wifi,0.0,password-user,Password user forgot password
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,03-11-2022,Incident,                      hardware issue   docking sta,                   hardware issue   docking station,hardware issue,61.53932370368942,2,laptop-hardware,0.0,hardware-issue,Hardware Hardware Issue - Docking Station
AP,Network,Australia,Deskside,P2 -  \\ausyd04insp001\sydney network drive is running very slow,Y,21-09-2022,Incident,       p2    ausyd04insp001sydney network drive be,p2    ausyd04insp001sydney network drive be,p2 ausyd04insp001sydney network drive,34.95888685384821,4,drive-update,1.0,p2-drive,Network P2 -  \\ausyd04insp001\sydney network drive is running very slow
AP,Windows / OS,Malaysia,Deskside,User unable to login into window ,Y,23-09-2022,Incident,                  user unable to login into window,                  user unable to login into window,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Windows / OS User unable to login into window 
AP,Active Directory,Hong Kong,Deskside,Frequent Lock Out,Y,05-10-2022,Incident,                                     frequent lock,                                  frequent lock out,frequent lock,62.02907065276362,4,drive-update,1.0,frequent-lock,Active Directory Frequent Lock Out
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,02-11-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance,Y,08-11-2022,Incident,                   hardware issue   laptop perform,                hardware issue   laptop performance,hardware issue laptop performance,67.75990465762106,2,laptop-hardware,1.0,performance-laptop,Laptop Hardware Issue - Laptop Performance
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,25-09-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AP,,Hong Kong,Deskside,Application Issue - Itunes & bluetooth issue - [ Nicole],Y,23-09-2022,Incident,     application issue   itune   bluetooth issue  ,application issue   itune   bluetooth issue  ,application issue itune bluetooth issue,67.3810810045496,7,adobe-acrobat,1.0,itune-bluetooth,nan Application Issue - Itunes & bluetooth issue - [ Nicole]
AP,M365,Hong Kong,Deskside,Application Issue - How to restore file under MS Teams | HKQBY02L551 - 22HGXD3,Y,22-09-2022,Incident,   application issue   how to restore file under m,application issue   how to restore file under m,application issue restore file,46.44074954566852,10,window-keyboard,0.0,restore-file,M365 Application Issue - How to restore file under MS Teams | HKQBY02L551 - 22HGXD3
AP,Email,India,Deskside,Email Issue,Y,26-09-2022,Incident,                                           email i,                                        email issue,email issue,59.27947050057549,0,outlook-email,0.0,email-issue,Email Email Issue
AP,,India,Deskside,Application Issues,Y,23-09-2022,Incident,                                 application issue,                                 application issue,application issue,60.71773668899897,3,report-issue,1.0,application-issue,nan Application Issues
