Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AM,,United States,Deskside,JLL Adobe Install Assistance,Y,25-10-2022,Incident,                      jll adobe install assistance,                       jll adobe install assistance,jll adobe install assistance
AM,Laptop,United States,Deskside,HARD DOWN Issue - Laptop Not starting,Y,25-10-2022,Incident,             hard down issue  laptop not starting,              hard down issue   laptop not start,issue laptop
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station / Installation assistance,Y,26-10-2022,Incident,hardware issue  docking station  installation,hardware issue   docking station   installation,hardware issue station installation
AM,Intune,United States,Deskside,BAC - Intune - Install Failure,Y,25-10-2022,Incident,                    bac  intune  install failure,                     bac   intune   install failure,bac intune install failure
AM,Email,United States,Deskside,Outlook Email not received or send,Y,03-11-2022,Incident,                outlook email not received or send,                 outlook email not receive or send,outlook email
AM,,United States,Deskside,Other -  Bluetooth cannot be activated / Admin rights required,Y,27-10-2022,Incident,other   bluetooth cannot be activated  admin ,other    bluetooth can not be activate   admin,activate admin
AM,Laptop,United States,Deskside,Urgent Hardware Issue - Laptop low on memory,Y,25-10-2022,Incident,      urgent hardware issue  laptop low on memory,       urgent hardware issue   laptop low on memory,urgent hardware issue laptop
AP,Windows / OS,Singapore,Deskside,Your device is ready for collection,Y,27-10-2022,Incident,               your device is ready for collection,                your device be ready for collection,
AM,,United States,Deskside,SnagIT - Installation - REQ US002-0000044909,Y,27-10-2022,Incident,      snagit  installation  req us0020000044909,       snagit   installation   req us0020000044909,snagit installation req us0020000044909
AM,Windows / OS,United States,Deskside,Windows 10 - Unavailable Power Options at Start,Y,09-11-2022,Incident,   windows 10  unavailable power options at start,    window 10   unavailable power option at start,unavailable power option
AM,Access,United States,Deskside,Software - Microsoft Access application issues,Y,26-10-2022,Incident,    software  microsoft access application issues,     software   microsoft access application issue,software microsoft access application issue
AM,,United States,Deskside,JLL Admin Rights Adobe Creative Cloud Install ,Y,25-10-2022,Incident,    jll admin rights adobe creative cloud install ,     jll admin right adobe creative cloud install,jll admin creative cloud install
AM,Laptop,United States,Deskside,Jessica Ramsay-JLL Hardware Issue - Laptop General  Performance,Y,04-11-2022,Incident,jessica ramsayjll hardware issue  laptop gene,jessica ramsayjll hardware issue   laptop gene,jessica ramsayjll hardware issue laptop gene
AM,Laptop,United States,Deskside,JLL Laptop Applications Set up Assistance  required,Y,28-10-2022,Incident,jll laptop applications set up assistance  requ,jll laptop application set up assistance   requ,jll laptop application assistance requ
EMEA,Email,Belgium,Deskside,Email - Other reported,Y,09-11-2022,Incident,                            email  other reported,                             email   other report,
AM,Network,United States,Deskside,JLL Network issues - VPN - Technical error Issue,Y,01-11-2022,Incident,  jll network issues  vpn  technical error issue,   jll network issue   vpn   technical error issue,jll network issue vpn technical error issue
AM,,United States,Deskside,JLL Admin Rights  - Visio Install,Y,03-11-2022,Incident,                 jll admin rights   visio install,                  jll admin right    visio install,jll admin visio install
AM,Laptop,United States,Deskside,JLL Windows Issue - Laptop Cursor stuck on spinning  icon,Y,26-10-2022,Incident,jll windows issue  laptop cursor stuck on spin,jll windows issue   laptop cursor stick on spin,jll windows issue laptop cursor
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,25-10-2022,Incident,               network issues  vpn  connectivity,                network issue   vpn   connectivity,network issue vpn connectivity
AM,Active Directory,United States,Deskside,Jake Katz - Security Popup,Y,09-11-2022,Incident,                        jake katz  security popup,                         jake katz   security popup,jake katz security popup
AM,Network,United States,Deskside,Network Drive - JLL SSL VPN Drive Mapping not working,Y,27-10-2022,Incident,network drive  jll ssl vpn drive mapping not w,network drive   jll ssl vpn drive mapping not w,network drive jll ssl vpn drive
AM,Hardware,United States,Deskside,Hardware Issue - Computer screen going black,Y,04-11-2022,Incident,      hardware issue  computer screen going black,       hardware issue   computer screen go black,hardware issue computer screen
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Performance,Y,27-10-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AM,Laptop,United States,Deskside,Hardware Issue - Laptop screen issues / It's illegible and cannot be read,Y,27-10-2022,Incident,hardware issue  laptop screen issues  its il,hardware issue   laptop screen issue   its il,hardware issue laptop screen issue
AM,Hardware,United States,Deskside,Hardware Issue - Crashed Computer,Y,17-01-2023,Incident,                 hardware issue  crashed computer,                  hardware issue   crash computer,hardware issue crash computer
AM,,United States,Deskside,Excel - User cannot open a file ,Y,19-11-2022,Incident,                  excel  user cannot open a file ,                   excel   user can not open a file,excel user
AM,,United States,Deskside,Adobe Acrobat Pro  -  Installation issues / Assistance,Y,25-10-2022,Incident,adobe acrobat pro    installation issues  ass,adobe acrobat pro     installation issue   ass,adobe acrobat pro installation issue ass
AM,Email,United States,Deskside,Outlook desktop & Web Version -  Issues ,Y,08-11-2022,Incident,          outlook desktop  web version   issues ,           outlook desktop   web version    issue,outlook desktop web version issue
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance Issues Precision ,Y,28-10-2022,Incident,jll hardware issue  laptop performance issues ,jll hardware issue   laptop performance issue,jll hardware issue laptop performance issue
AM,Email,Canada,Deskside,JLL Outlook application performance issue,Y,27-10-2022,Incident,         jll outlook application performance issue,          jll outlook application performance issue,jll outlook application performance issue
AM,,Canada,Deskside,JLL - McAfee File and Removable Media Protection (USB Encryption) Investigation Required,Y,03-11-2022,Incident,jll  mcafee file and removable media protectio,jll   mcafee file and removable medium protectio,jll mcafee file removable medium protectio
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop does not recognizes hotspot,Y,25-10-2022,Incident,jll hardware issue  laptop does not recognizes,jll hardware issue   laptop do not recognizes,jll hardware issue laptop
AM,Email,United States,Deskside,Outlook  - Font issues,Y,01-11-2022,Incident,                            outlook   font issues,                             outlook    font issue,outlook font issue
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,26-10-2022,Incident,                          hardware issue  monitor,                           hardware issue   monitor,hardware issue monitor
AM,Laptop,United States,Deskside,Hardware Issue - Laptop dead.,Y,11-11-2022,Incident,                     hardware issue  laptop dead,                      hardware issue   laptop dead,hardware issue laptop
AM,Hardware,United States,Deskside,IN-OFFICE - Hardware Issue - Monitor,Y,01-11-2022,Incident,              inoffice  hardware issue  monitor,               inoffice   hardware issue   monitor,inoffice hardware issue monitor
AM,Laptop,United States,Deskside,Laptop Battery Replacement,Y,29-11-2022,Incident,                        laptop battery replacement,                         laptop battery replacement,laptop battery replacement
AM,,United States,Deskside,No Power core at Washington DC Location,Y,28-10-2022,Incident,           no power core at washington dc location,            no power core at washington dc location,power core washington dc location
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,25-10-2022,Incident,               reported issue  hardware  monitor,                report issue   hardware   monitor,report issue hardware monitor
AM,Email,United States,Deskside,JLL Outlook Online Archive not working properly  Repetitive  issue,Y,26-10-2022,Incident,jll outlook online archive not working properly,jll outlook online archive not work properly,jll outlook online archive
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Loaner  re image assistance,Y,26-10-2022,Incident,jll hardware issue  laptop loaner  re image as,jll hardware issue   laptop loaner   re image as,jll hardware issue laptop loaner re image
AM,Active Directory,United States,Deskside,Other -  Local Admin Rights for the following users,Y,11-11-2022,Incident,other   local admin rights for the following u,other    local admin right for the follow u,local admin
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Keyboard issues,Y,18-11-2022,Incident,       jll hardware issue  laptop keyboard issues,        jll hardware issue   laptop keyboard issue,jll hardware issue laptop keyboard issue
AM,,United States,Deskside,JLL Metropolis Install Assistance,Y,08-11-2022,Incident,                 jll metropolis install assistance,                  jll metropolis install assistance,jll metropolis install assistance
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Slow/Freezes up),Y,08-11-2022,Incident,         hardware issue  laptop slowfreezes up,          hardware issue   laptop slowfreeze up,hardware issue laptop slowfreeze
AM,,United States,Deskside,Office 365 issues,Y,25-10-2022,Incident,                                 office 365 issues,                                  office 365 issue,
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,21-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,27-10-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,27-10-2022,Incident,    reported issue  application  excel desktop,     report issue   application   excel desktop,report issue application excel desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop / USB Port not working for headsets,Y,27-10-2022,Incident,hardware issue  laptop  usb port not working ,hardware issue   laptop   usb port not work,hardware issue laptop usb port
AM,,United States,Deskside,Reported Issue - Application - Smartsheet,Y,26-10-2022,Incident,         reported issue  application  smartsheet,          report issue   application   smartsheet,report issue application smartsheet
AM,Email,United States,Deskside,Email - Other reported,Y,27-10-2022,Incident,                            email  other reported,                             email   other report,
AM,Network,United States,Deskside,Reported Issue - Network - Other,Y,26-10-2022,Incident,                  reported issue  network  other,                   report issue   network   other,report issue network
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,26-10-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,26-10-2022,Incident,                 reported issue  hardware  other,                  report issue   hardware   other,report issue hardware
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,25-10-2022,Incident,                       network drive  other issue,                        network drive   other issue,network drive
AM,Email,United States,Deskside,Email - Other reported,Y,26-10-2022,Incident,                            email  other reported,                             email   other report,
AM,,United States,Deskside,JLL Admin Rights  CAD team analyst ,Y,23-11-2022,Incident,               jll admin rights  cad team analyst ,                jll admin right   cad team analyst,jll admin cad team analyst
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,26-10-2022,Incident,                 reported issue  hardware  other,                  report issue   hardware   other,report issue hardware
AM,Windows / OS,United States,Deskside,Mac - Computer Issues,Y,04-11-2022,Incident,                             mac  computer issues,                              mac   computer issue,mac computer issue
AP,Network,Australia,Deskside,Network Drive - Mapping,Y,12-12-2022,Incident,                           network drive  mapping,                            network drive   mapping,network drive
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,27-10-2022,Incident,            internet  network connectivity issues,             internet   network connectivity issue,internet network connectivity issue
AM,Access,Canada,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,26-10-2022,Incident,reported issue  server  issue with drive fold,report issue   server   issue with drive fold,report issue server issue drive fold
AM,,United States,Deskside,Reader - Updated Version,Y,27-10-2022,Incident,                          reader  updated version,                           reader   update version,reader update version
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,03-11-2022,Incident,          reported issue  application  nitro pro,           report issue   application   nitro pro,report issue application nitro
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop - [Victor],Y,26-10-2022,Incident,                hardware issue  laptop  victor,                 hardware issue   laptop   victor,hardware issue laptop victor
AP,,Hong Kong,Deskside,Application Issue - OneDrive - [Alex],Y,01-11-2022,Incident,             application issue  onedrive  alex,              application issue   onedrive   alex,application issue onedrive alex
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop - [Alex],Y,26-10-2022,Incident,                  hardware issue  laptop  alex,                   hardware issue   laptop   alex,hardware issue laptop alex
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Not starting,Y,27-10-2022,Incident,              hardware issue  laptop not starting,               hardware issue   laptop not start,hardware issue laptop
AP,,Philippines,Deskside,Reported Issue - Application - OneDrive,Y,02-11-2022,Incident,           reported issue  application  onedrive,            report issue   application   onedrive,report issue application onedrive
AP,,Australia,Deskside,Application Issue - FW: Nitro Pro - Subscription expired,Y,26-10-2022,Incident,application issue  fw nitro pro  subscriptio,application issue   fw nitro pro   subscriptio,application issue fw nitro pro subscriptio
AP,,Australia,Deskside,Application Issue - Nitro Pro (Cannot open Software Center to update),Y,27-10-2022,Incident,application issue  nitro pro cannot open soft,application issue   nitro pro can not open soft,application issue nitro
AP,Printer,Australia,Deskside,Reported Issue - Hardware - Printer,Y,02-11-2022,Incident,               reported issue  hardware  printer,                report issue   hardware   printer,report issue hardware printer
AM,,India,Deskside,TSC please assign to relevant desk side for action,Y,26-10-2022,Incident,tsc please assign to relevant desk side for action,tsc please assign to relevant desk side for action,relevant desk side
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,30-10-2022,Incident,          reported issue  application  nitro pro,           report issue   application   nitro pro,report issue application nitro
AP,Email,China,Deskside,Outlook - Email interception,Y,28-10-2022,Incident,                      outlook  email interception,                       outlook   email interception,outlook email interception
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,07-11-2022,Incident,                          hardware troubleshooting,                           hardware troubleshooting,
AP,Email,Hong Kong,Deskside,Outlook - Message store has reached its maximum size,Y,26-10-2022,Incident,outlook  message store has reached its maximum,outlook   message store have reach its maximum,outlook message store
AP,Email,Hong Kong,Deskside,Email Template Issue,Y,14-11-2022,Incident,                              email template issue,                               email template issue,email template issue
AP,,China,Deskside,Unable connect to VPN,Y,26-10-2022,Incident,                             unable connect to vpn,                              unable connect to vpn,
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,02-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Problem with spilling liquid on computer,Y,26-10-2022,Incident,hardware issue  problem with spilling liquid o,hardware issue   problem with spill liquid o,hardware issue problem spill liquid o
AP,,Singapore,Deskside,Mailbox Size issue,Y,07-11-2022,Incident,                                mailbox size issue,                                 mailbox size issue,mailbox size issue
AP,,India,Deskside,Application Issues,Y,04-11-2022,Incident,                                application issues,                                 application issue,application issue
EMEA,Email,Germany,Deskside,Email - Issue with Calendar access or Delegation reported,Y,22-12-2022,Incident,email  issue with calendar access or delegatio,email   issue with calendar access or delegatio,email issue calendar access
EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Docking_Station,Y,18-11-2022,Incident,       reported issue  hardware  docking_station,        report issue   hardware   docking_station,report issue hardware docking_station
EMEA,Printer,United Kingdom,Deskside,Printer Driver Install,Y,07-11-2022,Incident,                            printer driver install,                             printer driver install,printer driver install
AM,,United States,Deskside,Software issues - Video not being sent ,Y,26-10-2022,Incident,           software issues  video not being sent ,            software issue   video not be send,software issue video
AM,Password,United States,Deskside,Network Generic Account - Password Change Issues due to Computer Error (AM\Cincinnati.SmartTV),Y,26-10-2022,Incident,network generic account  password change issue,network generic account   password change issue,network generic account password
AM,,United States,Deskside,VPN ISSUE - Scheduled to work with user tomorrow AM. ,Y,28-10-2022,Incident,vpn issue  scheduled to work with user tomorro,vpn issue   schedule to work with user tomorro,vpn issue schedule user tomorro
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop (CS0618949),Y,02-02-2023,Incident,               hardware issue  laptop cs0618949,                hardware issue   laptop cs0618949,hardware issue laptop cs0618949
AM,,United States,Deskside,Local Admin Rights - Unable to install application,Y,26-10-2022,Incident,local admin rights  unable to install application,local admin right   unable to install application,local admin install application
AM,Laptop,United States,Deskside,URGENT - Hardware Issue - Laptop,Y,08-11-2022,Incident,                  urgent  hardware issue  laptop,                   urgent   hardware issue   laptop,urgent hardware issue laptop
AM,Windows / OS,United States,Deskside,Windows 10 issues - Blue Screen (BSOD),Y,18-11-2022,Incident,            windows 10 issues  blue screen bsod,             window 10 issue   blue screen bsod,blue screen bsod
AM,Active Directory,United States,Deskside,Local Admin Rights- Re-Instatement for Mark.New@jll.com,Y,02-11-2022,Incident,local admin rights reinstatement for marknew,local admin right reinstatement for marknew,local admin
AM,Laptop,United States,Deskside,Jennifer Russell-Hardware Issue - Laptop Not starting,Y,21-11-2022,Incident,jennifer russellhardware issue  laptop not st,jennifer russellhardware issue   laptop not st,jennifer russellhardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (black screen),Y,26-10-2022,Incident,            hardware issue  laptop black screen,             hardware issue   laptop black screen,hardware issue laptop black screen
EMEA,,United Arab Emirates,Deskside,Reported Issue - Application - Workday,Y,10-11-2022,Incident,            reported issue  application  workday,             report issue   application   workday,report issue application workday
AP,,India,Deskside,Application Issues: VMware Horizon client is not working after enabling NetSkope,Y,27-10-2022,Incident,application issues vmware horizon client is no,application issue vmware horizon client be no,application issue vmware horizon client
AM,Laptop,United States,Deskside,HARD DOWN  Issue - Laptop not booting ,Y,26-10-2022,Incident,            hard down  issue  laptop not booting ,             hard down   issue   laptop not boot,issue laptop
AM,Windows / OS,United States,Deskside,Windows 10 issues - Blue Screen (BSOD),Y,28-10-2022,Incident,            windows 10 issues  blue screen bsod,             window 10 issue   blue screen bsod,blue screen bsod
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,26-10-2022,Incident,local admin rights  unable to install applicat,local admin right   unable to install applicat,local admin install applicat
EMEA,,United Kingdom,Deskside,Macros disabled in Excel,Y,20-01-2023,Incident,                          macros disabled in excel,                           macro disable in excel,
AM,Password,United States,Deskside,Network Account - Password reset and unlock,Y,26-10-2022,Incident,       network account  password reset and unlock,        network account   password reset and unlock,network account password reset
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,02-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,,United States,Deskside,Reported Issue - Office Technology,Y,18-11-2022,Incident,                reported issue  office technology,                 report issue   office technology,report issue office technology
AM,M365,United States,Deskside,Microsoft Teams    -  Audio issues,Y,28-10-2022,Incident,                microsoft teams      audio issues,                 microsoft team       audio issue,microsoft team audio issue
AM,Laptop,United States,Deskside,Jim Garceau-Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,jim garceaureported issue  hardware  laptop_,jim garceaureporte issue   hardware   laptop _,jim garceaureporte issue hardware laptop _
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,28-10-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,27-10-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,M365,United States,Deskside,Reported Issue - Application - Chrome,Y,27-10-2022,Incident,             reported issue  application  chrome,              report issue   application   chrome,report issue application chrome
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Email,United States,Deskside,Outlook Desktop Application - Issues ,Y,26-10-2022,Incident,             outlook desktop application  issues ,              outlook desktop application   issue,outlook desktop application issue
AM,,Canada,Deskside,Software issues - VPN is stuck after entering credentials and RunDLL error message received.,Y,27-10-2022,Incident,software issues  vpn is stuck after entering c,software issue   vpn be stick after enter c,software issue vpn
AM,,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,27-10-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,28-10-2022,Incident,    reported issue  application  excel desktop,     report issue   application   excel desktop,report issue application excel desktop
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop / Power options no longer available,Y,02-11-2022,Incident,hardware issue  laptop  power options no long,hardware issue   laptop   power option no long,hardware issue laptop power option
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,02-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Laptop,United States,Deskside,JamesD Cook - Hardware Issue - Laptop,Y,02-11-2022,Incident,             jamesd cook  hardware issue  laptop,              jamesd cook   hardware issue   laptop,jamesd cook hardware issue laptop
AM,M365,United States,Deskside,Microsoft Teams - App issues,Y,11-11-2022,Incident,                      microsoft teams  app issues,                       microsoft team   app issue,microsoft team app issue
AM,M365,United States,Deskside, Adobe creator Cloud Desktop download issues,Y,26-10-2022,Incident,       adobe creator cloud desktop download issues,        adobe creator cloud desktop download issue,adobe creator cloud desktop download issue
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud Suite,Y,27-10-2022,Incident,reported issue  application  adobe creative c,report issue   application   adobe creative c,report issue application adobe creative c
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-10-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Access,United States,Deskside,Works - Access Issues ,Y,18-11-2022,Incident,                            works  access issues ,                             work   access issue,work access issue
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,02-11-2022,Incident,                          hardware issue  monitor,                           hardware issue   monitor,hardware issue monitor
AM,Email,United States,Deskside,Microsoft Teams / Outlook - Teams  Add-in issues,Y,27-10-2022,Incident,  microsoft teams  outlook  teams  addin issues,   microsoft team   outlook   team   addin issue,microsoft team outlook team addin issue
EMEA,,United Kingdom,Deskside,Reported Issue - Security - Other,Y,02-12-2022,Incident,                 reported issue  security  other,                  report issue   security   other,report issue security
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Freezing constantly after Software updates / Power button not responding,Y,02-11-2022,Incident,hardware issue  laptop freezing constantly aft,hardware issue   laptop freeze constantly aft,hardware issue laptop
AP,Windows / OS,China,Deskside,Touch panel doesn't work and battery bent,Y,08-11-2022,Incident,         touch panel doesnt work and battery bent,          touch panel do not work and battery bent,touch panel
AM,,United States,Deskside,JLL  Admin Rights - PowerBI updated assistance,Y,03-11-2022,Incident,    jll  admin rights  powerbi updated assistance,     jll   admin right   powerbi update assistance,jll admin powerbi update assistance
AM,M365,United States,Deskside,Local Admin Rights - Unable to install applications,Y,26-10-2022,Incident,local admin rights  unable to install applicat,local admin right   unable to install applicat,local admin install applicat
AM,Laptop,United States,Deskside,Tyler Kethcart-Laptop will not turn on and/or consistently stay on. Shutdowns and goes black periodically. ,Y,27-10-2022,Incident,tyler kethcartlaptop will not turn on andor c,tyler kethcartlaptop will not turn on andor c,tyler kethcartlaptop andor c
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,02-11-2022,Incident,       email  issue sending or receiving reported,        email   issue send or receiving report,email issue
AM,Windows / OS,United States,Deskside,WebEx Meetings - Meeting Invite Errors,Y,27-10-2022,Incident,            webex meetings  meeting invite errors,             webex meeting   meeting invite error,webex meeting meeting invite error
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,Y,02-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,,Canada,Deskside,Excel - Not opening,Y,27-10-2022,Incident,                               excel  not opening,                                excel   not open,
AM,Active Directory,United States,Deskside,JLL Admin Rights  - Client applications Install,Y,15-11-2022,Incident,   jll admin rights   client applications install,    jll admin right    client application install,jll admin client application install
AM,,United States,Deskside,Suspicious Traffic observed,Y,02-11-2022,Incident,                       suspicious traffic observed,                        suspicious traffic observe,suspicious traffic observe
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,27-10-2022,Incident,               reported issue  hardware  monitor,                report issue   hardware   monitor,report issue hardware monitor
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Project,Y,28-10-2022,Incident,  reported issue  application  microsoft project,   report issue   application   microsoft project,report issue application microsoft project
AM,Hardware,United States,Deskside,Pamela Gover Dell 7400 D22G3X2 Hardware Issue - Error message received,Y,07-11-2022,Incident,pamela gover dell 7400 d22g3x2 hardware issue ,pamela gover dell 7400 d22g3x2 hardware issue,pamela gover dell d22g3x2 hardware issue
AM,M365,United States,Deskside,Reported Issue - Application - ,Y,28-10-2022,Incident,                   reported issue  application  ,                    report issue   application  ,report issue application
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,27-10-2022,Incident,  reported issue  application  adobe acrobat pro,   report issue   application   adobe acrobat pro,report issue application adobe acrobat
AM,Windows / OS,Canada,Deskside,Reported Issue - Antidote Install,Y,28-10-2022,Incident,                 reported issue  antidote install,                  report issue   antidote install,report issue antidote install
AM,Access,United States,Deskside,Administrator access to install PAX Excel add-in,Y,04-11-2022,Incident,  administrator access to install pax excel addin,   administrator access to install pax excel addin,administrator access install pax excel addin
AM,,United States,Deskside,Reported Issue - SQL management Studio,Y,28-10-2022,Incident,            reported issue  sql management studio,             report issue   sql management studio,report issue sql management studio
AM,,United States,Deskside,Software / Kardin - Unable to update software version of Kardin / Admin Credentials required,Y,28-10-2022,Incident,software  kardin  unable to update software v,software   kardin   unable to update software v,software kardin update software v
AM,Email,United States,Deskside,Outlook (desktop) -  It is not updating,Y,08-11-2022,Incident,           outlook desktop   it is not updating,            outlook desktop    it be not update,outlook desktop
AM,Active Directory,United States,Deskside,Reported Issue - Bluebeam install,Y,29-11-2022,Incident,                 reported issue  bluebeam install,                  report issue   bluebeam install,report issue bluebeam install
AM,Hardware,United States,Deskside,BAC - Hardware Issue - Color on new monitor needs adjustment,Y,26-10-2022,Incident,bac  hardware issue  color on new monitor nee,bac   hardware issue   color on new monitor nee,bac hardware issue color new monitor nee
AM,Access,United States,Deskside,Microsoft  Access / JMART issue,Y,28-10-2022,Incident,                   microsoft  access  jmart issue,                    microsoft   access   jmart issue,microsoft access jmart issue
AM,,United States,Deskside,Reported Issue - Application - arcGIS Desktop,Y,11-11-2022,Incident,     reported issue  application  arcgis desktop,      report issue   application   arcgis desktop,report issue application arcgis desktop
AM,,United States,Deskside,Reported Issue - Application - ,Y,27-10-2022,Incident,                   reported issue  application  ,                    report issue   application  ,report issue application
AM,Windows / OS,United States,Deskside,aircri contract for windows user need administrator accees to install app,Y,28-10-2022,Incident,aircri contract for windows user need administr,aircri contract for windows user need administr,aircri contract windows user need administr
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,27-10-2022,Incident,               reported issue  hardware  printer,                report issue   hardware   printer,report issue hardware printer
AM,Printer,United States,Deskside,Printer -  Assistance,Y,28-10-2022,Incident,                             printer   assistance,                              printer    assistance,printer assistance
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro (Failed updated),Y,07-11-2022,Incident,reported issue  application  nitro pro faile,report issue   application   nitro pro faile,report issue application nitro pro faile
AM,M365,United States,Deskside,Microsoft Office - Microsoft Project Online Premium for 365 is now ready for your installation and use.,Y,27-10-2022,Incident,microsoft office  microsoft project online pre,microsoft office   microsoft project online pre,microsoft office microsoft project online pre
AP,,Australia,Deskside,LAWSON room not being connected,Y,03-11-2022,Incident,                   lawson room not being connected,                    lawson room not be connect,lawson room
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF (Failing download update file),Y,26-10-2022,Incident,application issue  adobe acrobat or nitro pdf ,application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,30-10-2022,Incident,          reported issue  application  nitro pro,           report issue   application   nitro pro,report issue application nitro
AM,Email,United States,Deskside,David Stecker - Outlook - Microsoft Teams - Add - In issues.,Y,08-11-2022,Incident,david stecker  outlook  microsoft teams  add,david stecker   outlook   microsoft team   add,david stecker outlook microsoft team
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Replace laptop battery,Y,03-11-2022,Incident,           hardware issue  replace laptop battery,            hardware issue   replace laptop battery,hardware issue laptop battery
