desc,Cleaned_Column,Lemmatized_Column,topic_percent,topic,top_words,subtopic,subtopic_name
"Node Name: AUS-BI02

IP address: 192.168.11.63

CPU Utilization: 93 %

Alert Time: Wednesday, June 1, 2022 4:21 AM

Severity: Warning

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:70879

Alert Name: Baseline_Win_CPU utilization_Warning
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity warning

alert details 

alert name baseline_win_cpu utilization_warning
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity warning 

 alert detail 

 alert name baseline_win_cpu utilization_warne 
",78.09616504045279,4,warning-utilization_warne,,
"Node Name: GBVVSDS0

IP address: 10.224.40.55

CPU Utilization: 91 %

Alert Time: Wednesday, June 1, 2022 4:36 AM

Severity: Warning

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83040

Alert Name: Baseline_Win_CPU utilization_Warning
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity warning

alert details 

alert name baseline_win_cpu utilization_warning
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity warning 

 alert detail 

 alert name baseline_win_cpu utilization_warne 
",78.09616504045279,4,warning-utilization_warne,,
"Application: Microsoft IIS
Application Component: Sites(Down), HTTP Bindings Monitor (GHSProfessionalService)(Down)
Application State: Down
Node: AUS-GHS01
Node Description: Windows 2012 R2 Server
IP Address: 192.168.11.120

This issue occurred on Wednesday, June 1, 2022 5:20 AM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:4330
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:87943
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=87943

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com 
","application microsoft iis
application component sitesdown http bindings monitor ghsprofessionalservicedown
application state down
node 
node description windows   server
ip address 

this issue occurred on wednesday june    am ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom 
","application microsoft iis 
 application component sitesdown http binding monitor ghsprofessionalservicedown 
 application state down 
 node 
 node description window    server 
 ip address 

 this issue occur on wednesday june     be ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom 
",86.30569609663821,3,application-issue,,
"Node Name: GBVVSWW7

IP address: 10.224.32.144

CPU Utilization: 100 %

Alert Time: Wednesday, June 1, 2022 5:40 AM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94253

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",78.31972340825956,6,utilization_critical-cpu,,
"Node Name: gbdvssq0
IP address: 10.224.32.140
Alert Time: Wednesday, June 1, 2022 5:41 AM
Severity: Warning
Current memory utilization :  97 % 

Free Memory Available : 3 % 

Total Memory : 4.0 G

Memory Used : 3.9 G

Memory Available : 116 M 

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4271.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94028
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=94028

Alert Name: Baseline_Win_Memory utilization_Threshold-2
","node name 
ip address 
alert time wednesday june    am
severity warning
current memory utilization     

free memory available    

total memory   g

memory used   g

memory available   m 

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name baseline_win_memory 
","node name 
 ip address 
 alert time wednesday june     be 
 severity warn 
 current memory utilization     

 free memory available    

 total memory    g 

 memory use    g 

 memory available    m 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name baseline_win_memory 
",78.6392381697406,2,memory-available,,
"Application: JDE_Webserver_services
Application Component: Process: Java(Critical)
Application State: Critical
Node: GJDEWEB08
Node Description: Windows 2012 R2 Server
IP Address: 192.168.51.43

This issue occurred on Wednesday, June 1, 2022 5:42 AM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:2576
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85587
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=85587

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com ","application jde_webserver_services
application component process javacritical
application state critical
node 
node description windows   server
ip address 

this issue occurred on wednesday june    am ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom ","application jde_webserver_service 
 application component process javacritical 
 application state critical 
 node 
 node description window    server 
 ip address 

 this issue occur on wednesday june     be ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom",85.84534676780218,3,application-issue,,
"Node Name: tcmprd-haasr02.tcmis.com

IP address: 192.168.251.87

Alert Time: Wednesday, June 1, 2022 5:43 AM

Severity: Warning

Current memory utilization:  81 % 

Memory Utilization: 12.7 G

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:1572.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:80991
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=80991

Alert Name: Prod_Linux_Server _Memory utilization_Warning -Threshold -2
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time wednesday june    am

severity warning

current memory utilization    

memory utilization  g

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name prod_linux_server _memory utilization_warning threshold 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time wednesday june     be 

 severity warn 

 current memory utilization    

 memory utilization   g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name prod_linux_server _ memory utilization_warne threshold 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",83.30261683401524,2,memory-available,,
"Node Name: CAV-SQLDW04
IP address: 192.168.50.70
Alert Time: Wednesday, June 1, 2022 5:46 AM
Severity: Warning
Current memory utilization :  94 % 

Free Memory Available : 6 % 

Total Memory : 32.0 G

Memory Used : 30.1 G

Memory Available : 1.9 G 

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4517.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97368
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=97368

Alert Name: Baseline_Win_Memory utilization_Threshold-2
","node name 
ip address 
alert time wednesday june    am
severity warning
current memory utilization     

free memory available    

total memory   g

memory used   g

memory available   g 

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name baseline_win_memory 
","node name 
 ip address 
 alert time wednesday june     be 
 severity warn 
 current memory utilization     

 free memory available    

 total memory    g 

 memory use    g 

 memory available    g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name baseline_win_memory 
",78.6392381697406,2,memory-available,,
"Node Name: AUS-BI02

IP address: 192.168.11.63

CPU Utilization: 97 %

Alert Time: Wednesday, June 1, 2022 5:46 AM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:70878

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",78.31972340825956,6,utilization_critical-cpu,,
"Node Name: GBVVSCL3
IP address: 10.224.32.69
Alert Time: Wednesday, June 1, 2022 5:51 AM
Severity: Warning
Current memory utilization :  94 % 

Free Memory Available : 6 % 

Total Memory : 8.0 G

Memory Used : 7.6 G

Memory Available : 410 M 

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4305.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95348
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=95348

Alert Name: Baseline_Win_Memory utilization_Threshold-2
","node name 
ip address 
alert time wednesday june    am
severity warning
current memory utilization     

free memory available    

total memory   g

memory used   g

memory available   m 

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name baseline_win_memory 
","node name 
 ip address 
 alert time wednesday june     be 
 severity warn 
 current memory utilization     

 free memory available    

 total memory    g 

 memory use    g 

 memory available    m 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name baseline_win_memory 
",78.6392381697406,2,memory-available,,
"Node Name: aus-esx17.haasgroupintl.com

IP address: 10.50.17.17

CPU Utilization: 96 %

Alert Time: Wednesday, June 1, 2022 5:52 AM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:87756

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",78.31972340825956,6,utilization_critical-cpu,,
"Node Name: tcmdev-ora01

IP address: 192.168.251.121

Alert Time: Wednesday, June 1, 2022 6:08 AM

Severity: Critical
CPU Utilization:  98 %

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91893
Alert Name: Non- Prod_Linux_CPU utilization_Critical -Threshold -2

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4526
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91893
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=91893
 

If this alert is not acknowledged, additional email reminders will be sent every 7 days If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time wednesday june    am

severity critical
cpu utilization   

alert details 
alert name non prod_linux_cpu utilization_critical threshold 

view full device details here 
view full alert details here 
to claim ownership of this issue 
 

if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time wednesday june     be 

 severity critical 
 cpu utilization   

 alert detail 
 alert name non prod_linux_cpu utilization_critical threshold 

 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 

 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",84.47323217409392,6,utilization_critical-cpu,,
"Node Name: GJDEWEB08

IP address: 192.168.51.43

CPU Utilization: 100 %

Alert Time: JDE_server_CPU utilization_Critical

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85588

Alert Name: JDE_server_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time jde_server_cpu utilization_critical

severity critical

alert details 

alert name jde_server_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time jde_server_cpu utilization_critical 

 severity critical 

 alert detail 

 alert name jde_server_cpu utilization_critical 
",72.72160489487854,6,utilization_critical-cpu,,
"Volume: XA6506-C:\ Label: 88E6AF70
Total size: 73.2 G
Percent used: 80 %
Space available: 14.6 G
Percent available: 20 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.66

This issue occurred on Wednesday, June 1, 2022 6:42 AM CT.
      
Alert Name: Citrix_ Windows_Disk utilization_Warning -Threshold -1
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:1955
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85936
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=85936
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","volume  label 
total size  g
percent used  
space available  g
percent available  
node description windows   server
ip address 

this issue occurred on wednesday june    am ct
      
alert name citrix_ windows_disk utilization_warning threshold 
view full device details here 
view full alert details here 
to claim ownership of this issue 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","volume   label 
 total size   g 
 percent use  
 space available   g 
 percent available  
 node description window    server 
 ip address 

 this issue occur on wednesday june     be ct 
      
 alert name citrix _ windows_disk utilization_warne threshold 
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",86.04318417244436,5,issue-percent,,
"Node Name: AUS-BIPRD-PUB02

IP address: 192.168.11.185

CPU Utilization: 95 %

Alert Time: Wednesday, June 1, 2022 6:46 AM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61048

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time wednesday june    am

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time wednesday june     be 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",78.31972340825956,6,utilization_critical-cpu,,
