num,ptio,summ,notes,Cleaned_Column
INC0110305,2 - High,Alert: CPU Utilization in GJDEWEB08 is Critical	,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira KUmar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110316,3 - Moderate,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110318,2 - High,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
INC0110326,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,"Issue Identification: Memory Utilization on GBVVSMS4 is : 99 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification memory utilization on  is   
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
INC0110327,3 - Moderate,Warning Alert: Memory Utilization on GBVVSFS3 is : 94 %,"Issue Identification:  Memory Utilization on GBVVSFS3 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification  memory utilization on  is   
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
INC0110333,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
INC0110341,3 - Moderate,Alert: CPU Utilization on GJDEWEB08 is Critical,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110345,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %,"Issue Identification: Memory Utilization on GBVVSSQ6 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification memory utilization on  is   
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
INC0110346,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %,"Alert reset - issue detected as resolved by Orion
Orion Alert Details","alert reset  issue detected as resolved by orion
orion alert details"
INC0110360,3 - Moderate,Alert: Memory Utilization on XNETWEB03 is in Warning,"Issue Identification: Memory Utilization on XNETWEB03 is in Warning
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification memory utilization on  is in warning
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
INC0110366,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 94 %,"utilization looks normal
hence resolving ","utilization looks normal
hence resolving "
INC0110372,3 - Moderate,ALERT: DISK SPACE on XA6508-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT: DISK SPACE on XA6508-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110374,2 - High,Alert: CPU Utilization on TXAUS-DC01 is Critical	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
","issue has been resolved without action alert reset  issue detected as resolved by orion
"
INC0110385,3 - Moderate,ALERT: DISK SPACE on XA6509-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT: DISK SPACE on XA6509-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110399,3 - Moderate,ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 19 % is available,"Issue Identification: ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110402,3 - Moderate,ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110406,3 - Moderate,ALERT: DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT:  DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert  disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110421,3 - Moderate,Alert: CPU Utilization in GJDEWEB01 is Warning	,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110436,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
","issue has been resolved without action alert reset  issue detected as resolved by orion
"
INC0110449,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
INC0110455,3 - Moderate,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT:  DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert  disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110457,3 - Moderate,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110462,3 - Moderate,TIER 3 - Critical Device Down: US-THR-891-AAX-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110464,3 - Moderate,ALERT: DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT:   DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes","issue identification alert   disk space on  label  has currently   is available
resolution alert reset  issue detected as resolved by orion after the post schedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
INC0110485,4 - Low,ALERT: DISK SPACE on GBVVSDV1-E:\ Label:DATA 301C627F has currently 13 % is available,"
Derek have done disk cleanup on server.


Hi Anil,

I've done some clean up.

Regards,

Derek","
derek have done disk cleanup on server


hi anil

ive done some clean up

regards

derek"
INC0110490,3 - Moderate,TIER 3 - Critical Device Down: US-SLC-891-NOC-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110498,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - NG: Salt Lake City - AMER - 2211 West North Temple, Salt Lake City, UT 84116, USA",Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110515,3 - Moderate,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %,Server restarted by sccm Team.,server restarted by sccm team
INC0110522,2 - High,ALERT:  A ADC _sabrix _URL _monitoring component  on ws1.tcmis.com is Down,Component is UP now. Reset email generated,component is up now reset email generated
INC0110527,3 - Moderate,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110536,2 - High,Alert: CPU Utilization in GJDEWEB04 is Critical	,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira KUmar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110537,2 - High,Critical ALERT:  A Baseline Services_Windows component  on VALJDELOG03 is in a current state of: Down,issue resolved,issue resolved
INC0110538,2 - High,Critical ALERT:  A Baseline Services_Windows component  on CAMI-RODC01 is in a current state of: Down,issue resolved,issue resolved
INC0110539,2 - High,Critical ALERT:  A Baseline Services_Windows component  on DC03PAPRC01 is in a current state of: Down,issue resolved,issue resolved
INC0110540,2 - High,Critical ALERT:  A Baseline Services_Windows component  on CAV-CMDR01 is in a current state of: Down,issue resolved,issue resolved
INC0110541,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-TRAXPRODWEB3 is in a current state of: Down,issue resolved,issue resolved
INC0110542,2 - High,Critical ALERT:  A Baseline Services_Windows component  on ALFO-RODC01 is in a current state of: Down,issue resolved,issue resolved
INC0110543,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-ORIONHA01 is in a current state of: Down,issue resolved,issue resolved
INC0110544,4 - Low,Critical ALERT:  A Baseline Services_Windows component  on G-SCCM01 is in a current state of: Down,Crowdstrike is running inside the server,crowdstrike is running inside the server
INC0110545,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-AP-FB01 is in a current state of: Down,issue resolved,issue resolved
INC0110546,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-FBRDP01 is in a current state of: Down,issue resolved,issue resolved
INC0110547,2 - High,Critical ALERT:  A Baseline Services_Windows component  on txfw-dc03 is in a current state of: Down,issue resolved,issue resolved
INC0110548,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-SQL19-N2 is in a current state of: Down,issue resolved,issue resolved
INC0110549,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GJDEOHS02 is in a current state of: Down,issue resolved,issue resolved
INC0110550,4 - Low,Critical ALERT:  A Baseline Services_Windows component  on VALSIGVM02 is in a current state of: Down,Crowdstrike is running inside the server,crowdstrike is running inside the server
INC0110551,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-DRSC is in a current state of: Down,issue resolved,issue resolved
INC0110553,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-FB01 is in a current state of: Down,issue resolved,issue resolved
INC0110554,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUSTX-Datamatic is in a current state of: Down,issue resolved,issue resolved
INC0110555,2 - High,Critical ALERT:  A Baseline Services_Windows component  on SHARESCANSERVER is in a current state of: Down,issue resolved,issue resolved
INC0110556,2 - High,Critical ALERT:  A Baseline Services_Windows component  on ITMAFILE is in a current state of: Down,issue resolved,issue resolved
INC0110557,3 - Moderate,Warning Alert: Memory Utilization on VALDC01 is : 94 %,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110559,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Critical,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110560,3 - Moderate,Alert: CPU Utilization on GJDEWEB04 is Critical,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110561,2 - High,Alert: CPU Utilization in GJDEWEB07 is Critical	,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110565,3 - Moderate,Alert: CPU Utilization on tcmqa03-ws01.tcmis.com is Critical,CPU utilization is normal now. Reset email generated.,cpu utilization is normal now reset email generated
INC0110567,3 - Moderate,Alert: Memory Utilization on tcmprd-ws07.tcmis.com is warning,"Now the utilization is normal. Reset email generated. 
","now the utilization is normal reset email generated 
"
INC0110568,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,Services is up and running,services is up and running
INC0110571,3 - Moderate,Alert: CPU Utilization on GJDEWEB07 is Critical,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110572,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110573,3 - Moderate,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110574,2 - High,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,webserver restarted and the component is up now
INC0110575,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110576,2 - High, NODE ALERT: AUSOFF-FILE01 is Down,"migrated to another host
issue resolved","migrated to another host
issue resolved"
INC0110577,2 - High,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,webserver restarted and the component is up now
INC0110578,2 - High, NODE ALERT: yokneam-wds is Down,"Resolution notes copied from Parent Incident: Site is up 
host and servers are reachable
hence resolving ","resolution notes copied from parent incident site is up 
host and servers are reachable
hence resolving "
INC0110579,2 - High, NODE ALERT: YOKNEAM-DC01 is Down,"Site is up 
host and servers are reachable
hence resolving ","site is up 
host and servers are reachable
hence resolving "
INC0110580,2 - High, NODE ALERT: YOKNEAM-FILE01 is Down,"Resolution notes copied from Parent Incident: Site is up 
host and servers are reachable
hence resolving ","resolution notes copied from parent incident site is up 
host and servers are reachable
hence resolving "
INC0110581,2 - High,ESX ALERT: yokneam-esx01.haasgroupintl.com is Down,"Resolution notes copied from Parent Incident: Site is up 
host and servers are reachable
hence resolving ","resolution notes copied from parent incident site is up 
host and servers are reachable
hence resolving "
INC0110582,3 - Moderate,Warning Alert: Memory Utilization on SGSVSFS1 is : 97 %,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110583,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,issue resolved,issue resolved
INC0110585,3 - Moderate,Warning ALERT:  SQL Components component  on gbdvssq0 shows Warning,auto resolved,auto resolved
INC0110586,2 - High, NODE ALERT: INBA-DC1 is Down,"Powered on  the server
server is reachable
hence resolving ","powered on  the server
server is reachable
hence resolving "
INC0110588,3 - Moderate,Alert: CPU Utilization on G-OPTIOPD is Warning	,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110589,4 - Low,Alert: CPU Utilization on tcmdev-ora01 is Warning,CPU utilization is normal now. Reset email generated.,cpu utilization is normal now reset email generated
INC0110590,4 - Low,ALERT: DISK SPACE on AUS-VEEAM-CON01-C:\ Label: DAE3F737 has currently 14 % is available,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110594,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110596,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Critical,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110597,3 - Moderate,Warning Alert: Memory Utilization on ECOMDEVWEBVS01 is : 94 %,"Resolution notes copied from Parent Incident: all looks good
issue fixed","resolution notes copied from parent incident all looks good
issue fixed"
INC0110598,4 - Low, NODE ALERT: GJDEWEB04 has rebooted,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards
Athira KUmar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards
athira kumar"
INC0110599,2 - High,Alert: CPU Utilization in GJDEWEB01 is Critical	,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110600,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB04 is in a current state of: Down,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
INC0110602,4 - Low, NODE ALERT: GJDEWEB07 has rebooted,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards
Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards
athira kumar"
INC0110603,4 - Low,"Group Alert: Network Team Tickets: WAP - West Chester - AMER - 1475 Phoenixvil?le Pike Suite 100, West Chester, PA 19380, USA Down",Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
INC0110605,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Down,"Hello all,

 

Web instances are working fine and CPU utilization is normal after restart .

QC passed successfully. I am resolving the incident now.

Please reopen the incident if further assistance is needed

 

Regards,

Athira Kumar","hello all

 

web instances are working fine and cpu utilization is normal after restart 

qc passed successfully i am resolving the incident now

please reopen the incident if further assistance is needed

 

regards

athira kumar"
